code,name,district,region,percentage_pass,national_rank,candidates_last,number_pass_last,percentage_pass_last,national_rank_last,school_type,ownership,ward,number_enrolled,number_teaching_staff,number_non_teaching_staff_by_school,number_non_teaching_staff_by_govt,candidates,number_pass,percentage_pass_change,longitude,latitude,Location
PS0102-040,Lise Primary School,Arusha Municipal,Arusha,95.23809524,1817,39,36,92.30769231,905,primary,non-government,Ngarenaro,120,15,16,,21,20,2.93040293,36.6740912687,-3.3656201746,"(-3.3656201746, 36.6740912687)"
PS0102-041,Mwangaza Primary School,Arusha Municipal,Arusha,84.57142857,1765,172,110,63.95348837,1843,primary,government,Ngarenaro,1294,39,3,,175,148,20.6179402,36.678183158,-3.3773090919,"(-3.3773090919, 36.678183158)"
PS0102-042,Sokoni I Primary School,Arusha Municipal,Arusha,70.46413502,3787,230,116,50.43478261,,primary,,,,,,,237,167,20.02935241,36.6677255539,-3.4021787389,"(-3.4021787389, 36.6677255539)"
PS0102-043,Shalom Primary School,Arusha Municipal,Arusha,100,150,63,63,100,82,primary,non-government,Lemara,590,25,24,,58,58,0,,,
PS0102-044,Bethel Primary School,Arusha Municipal,Arusha,96.77419355,644,19,17,89.47368421,433,primary,non-government,Kimandolu,196,13,6,,31,30,7.300509338,,,
PS0102-045,Assumption Primary School,Arusha Municipal,Arusha,100,341,36,36,100,227,primary,non-government,Oloirien,309,28,7,,23,23,0,36.7073583369,-3.3830736827,"(-3.3830736827, 36.7073583369)"
PS0102-046,Hady Primary School,Arusha Municipal,Arusha,100,71,96,96,100,203,primary,non-government,Sombetini,764,31,20,,58,58,0,,,
PS0102-047,Angelico Primary School,Arusha Municipal,Arusha,100,709,46,42,91.30434783,501,primary,,,,,,,51,51,8.695652174,,,
PS0102-048,Elerai Primary School,Arusha Municipal,Arusha,93.07692308,1284,273,185,67.76556777,1632,primary,government,Elerai,1598,46,3,,260,242,25.31135531,36.6582712497,-3.3724521395,"(-3.3724521395, 36.6582712497)"
PS0102-049,High View Primary School,Arusha Municipal,Arusha,100,123,56,56,100,104,primary,non-government,Sombetini,386,21,13,,46,46,0,,,
PS0102-050,Loamo Primary School,Arusha Municipal,Arusha,100,230,40,40,100,251,primary,non-government,Oloirien,263,17,9,,22,22,0,,,
PS0102-051,Makumbusho Primary School,Arusha Municipal,Arusha,93.24324324,1340,96,68,70.83333333,1239,primary,government,Kaloleni,760,27,2,,74,69,22.40990991,36.6903958219,-3.3669065541,"(-3.3669065541, 36.6903958219)"
PS0102-052,Moivoi Primary School,Arusha Municipal,Arusha,100,1236,97,82,84.53608247,993,primary,government,Olasiti,717,22,2,,91,91,15.46391753,36.7110209846,-3.390042995,"(-3.390042995, 36.7110209846)"
PS0102-053,Mount Meru Primary School,Arusha Municipal,Arusha,100,210,12,12,100,201,primary,non-government,Engutoto,244,11,12,,25,25,0,36.713439,-3.443944,"(-3.443944, 36.713439)"
PS0102-054,Ukombozi Primary School,Arusha Municipal,Arusha,74.07407407,3311,308,175,56.81818182,2222,primary,government,Sokon I,2735,50,4,,243,180,17.25589226,36.6824200793,-3.3923159373,"(-3.3923159373, 36.6824200793)"
PS0102-055,Unity Primary School,Arusha Municipal,Arusha,95.23809524,1381,37,33,89.18918919,1018,primary,non-government,Ngarenaro,292,14,11,,63,60,6.048906049,,,
PS0102-056,Salei Primary School,Arusha Municipal,Arusha,76.54320988,2729,157,117,74.52229299,1175,primary,government,Unga Ltd,1503,36,2,,162,124,2.020916883,,,
PS0102-057,Arusha Meru Primary School,Arusha Municipal,Arusha,100,705,8,8,100,758,primary,non-government,Levolosi,208,9,8,,5,5,0,,,
PS0102-058,Enalepo Primary School,Arusha Municipal,Arusha,100,296,26,26,100,284,primary,non-government,Daraja Ii,215,12,3,,12,12,0,,,
PS0102-059,Highridge Primary School,Arusha Municipal,Arusha,100,656,47,46,97.87234043,414,primary,,,,,,,55,55,2.127659575,36.7066134327,-3.3938201779,"(-3.3938201779, 36.7066134327)"
PS0102-060,Maranatha Primary School,Arusha Municipal,Arusha,100,525,17,17,100,269,primary,,,,,,,24,24,0,,,
PS0102-061,Notre Dame Primary School,Arusha Municipal,Arusha,100,225,24,24,100,281,primary,non-government,Lemara,177,12,12,,16,16,0,,,
PS0102-062,Shinda Basic Primary School,Arusha Municipal,Arusha,74.28571429,2727,37,25,67.56756757,1508,primary,non-government,Sokon I,199,9,4,,35,26,6.718146718,36.6788510492,-3.4027751718,"(-3.4027751718, 36.6788510492)"
PS0102-063,Kimandolu Luth Primary School,Arusha Municipal,Arusha,96.77419355,951,18,17,94.44444444,499,primary,,,,,,,31,30,2.329749104,,,
PS0102-064,Nalopa Primary School,Arusha Municipal,Arusha,100,44,18,18,100,91,primary,non-government,Engutoto,359,15,19,,24,24,0,36.7109954616,-3.4463607188,"(-3.4463607188, 36.7109954616)"
PS0102-065,Olaipapa Primary School,Arusha Municipal,Arusha,100,220,16,10,62.5,1759,primary,non-government,Sombetini,70,12,6,,17,17,37.5,,,
PS0102-066,Azimio Primary School,Arusha Municipal,Arusha,69.13580247,3876,211,87,41.23222749,3368,primary,government,Elerai,805,29,2,,81,56,27.90357498,36.6628126465,-3.365303837,"(-3.365303837, 36.6628126465)"
PS0102-067,Esa Primary School,Arusha Municipal,Arusha,100,355,49,49,100,228,primary,,,,,,,60,60,0,,,
PS0102-068,Joseph Primary School,Arusha Municipal,Arusha,100,208,15,15,100,93,primary,,,,,,,24,24,0,36.6728210094,-3.3626702422,"(-3.3626702422, 36.6728210094)"
PS0102-070,Mwaramu Primary School,Arusha Municipal,Arusha,100,508,14,14,100,295,primary,non-government,Sokon I,198,12,9,,9,9,0,36.6741470409,-3.3875502452,"(-3.3875502452, 36.6741470409)"
PS0102-071,Tuishime Primary School,Arusha Municipal,Arusha,100,323,20,20,100,303,primary,non-government,Engutoto,385,13,13,,23,23,0,36.7077207088,-3.4200742591,"(-3.4200742591, 36.7077207088)"
PS0102-072,St Thadeus Primary School,Arusha Municipal,Arusha,100,263,44,44,100,,primary,non-government,Elerai,208,13,,,26,26,0,,,
PS0102-073,Arusha Alliance Primary School,Arusha Municipal,Arusha,100,269,68,68,100,56,primary,non-government,Olasiti,872,35,18,,86,86,0,36.652815,-3.41581,"(-3.41581, 36.652815)"
PS0102-074,Burka Estate Primary School,Arusha Municipal,Arusha,63.91752577,4707,182,48,26.37362637,7085,primary,government,Olasiti,1383,32,1,,97,62,37.5438994,,,
PS0102-075,Caanan Primary School,Arusha Municipal,Arusha,96.66666667,708,8,8,100,452,primary,,,,,,,30,29,-3.333333333,,,
PS0102-076,High Challenge Primary School,Arusha Municipal,Arusha,100,76,5,5,100,262,primary,non-government,Terrat,138,12,5,,7,7,0,,,
PS0102-077,Hope Primary School,Arusha Municipal,Arusha,100,694,26,26,100,366,primary,non-government,Moshono,268,12,12,,30,30,0,,,
PS0102-078,Ledy Of Mercy Primary School,Arusha Municipal,Arusha,100,537,12,12,100,,primary,,,,,,,13,13,0,,,
PS0102-080,Lucky Vicent Primary School,Arusha Municipal,Arusha,100,79,35,35,100,102,primary,non-government,Olasiti,871,27,17,,69,69,0,36.654843,-3.410138,"(-3.410138, 36.654843)"
PS0102-081,Magereza Primary School,Arusha Municipal,Arusha,82.35294118,3089,72,53,73.61111111,1764,primary,government,Olasiti,942,25,1,,68,56,8.741830065,,,
PS0102-082,Mateves Primary School,Arusha Municipal,Arusha,50.87719298,5995,68,35,51.47058824,2904,primary,government,Olasiti,615,14,1,,57,29,-0.593395253,,,
PS0102-083,Michael Primary School,Arusha Municipal,Arusha,100,623,16,16,100,319,primary,,,,,,,24,24,0,,,
PS0102-084,Moshono Primary School,Arusha Municipal,Arusha,77.55102041,3247,82,59,71.95121951,1435,primary,government,Moshono,818,24,2,,98,76,5.599800896,,,
PS0102-085,Muriet Primary School,Arusha Municipal,Arusha,100,582,3,3,100,133,primary,non-government,Terrat,276,11,8,,8,8,0,,,
PS0102-086,Murongoine Primary School,Arusha Municipal,Arusha,71.15384615,4771,88,36,40.90909091,4063,primary,government,Olasiti,750,11,1,,104,74,30.24475524,,,
PS0102-087,Nakido Primary School,Arusha Municipal,Arusha,100,356,41,41,100,87,primary,non-government,Sokon I,720,24,19,,41,41,0,,,
PS0102-088,Olasiti Primary School,Arusha Municipal,Arusha,59.375,5526,174,60,34.48275862,5054,primary,government,Olasiti,1907,44,3,,224,133,24.89224138,36.646474,-3.400644,"(-3.400644, 36.646474)"
PS0102-089,Olkeryan Primary School,Arusha Municipal,Arusha,67.56756757,4348,92,42,45.65217391,,primary,,,,,,,111,75,21.91539365,,,
PS0102-090,Shangarao Primary School,Arusha Municipal,Arusha,80.58252427,2803,114,64,56.14035088,2578,primary,government,Moshono,788,21,2,,103,83,24.44217339,,,
PS0102-091,Shepherd Primary School,Arusha Municipal,Arusha,100,140,18,18,100,296,primary,,,,,,,25,25,0,,,
PS0102-092,St Andrew Primary School,Arusha Municipal,Arusha,100,1512,4,4,100,792,primary,,,,,,,9,9,0,,,
PS0102-093,St Thomas Primary School,Arusha Municipal,Arusha,100,257,53,52,98.11320755,174,primary,non-government,Moshono,378,23,12,,51,51,1.886792453,,,
PS0102-094,Terrat Primary School,Arusha Municipal,Arusha,53.65853659,6125,93,51,54.83870968,3260,primary,government,Terrat,1240,17,2,,82,44,-1.180173092,36.651745,-3.456195,"(-3.456195, 36.651745)"
PS0102-095,Uhuru Peak Primary School,Arusha Municipal,Arusha,100,532,26,23,88.46153846,349,primary,non-government,Baraa,420,15,10,,33,33,11.53846154,36.7370171925,-3.3707136753,"(-3.3707136753, 36.7370171925)"
PS0102-096,Wema Primary School,Arusha Municipal,Arusha,75.72815534,3307,94,49,52.12765957,3000,primary,government,Moshono,868,32,3,,103,78,23.60049577,,,
PS0102-097,Camp Joshua Primary School,Arusha Municipal,Arusha,100,944,13,11,84.61538462,1626,primary,non-government,Sokon I,103,8,9,,20,20,15.38461538,,,
PS0102-098,Sojema Primary School,Arusha Municipal,Arusha,100,2628,3,3,100,237,primary,non-government,Terrat,199,14,9,,9,9,0,,,
PS0102-099,Mecson Primary School,Arusha Municipal,Arusha,100,418,15,15,100,139,primary,,,,,,,17,17,0,,,
PS0102-100,St Jude Primary School,Arusha Municipal,Arusha,100,223,217,217,100,110,primary,non-government,Moshono,998,104,164,,168,168,0,,,
PS0102-101,Integrity Primary School,Arusha Municipal,Arusha,100,725,6,6,100,626,primary,non-government,Daraja Ii,402,11,3,,13,13,0,36.692827026,-3.3848741482,"(-3.3848741482, 36.692827026)"
PS0102-102,Bible Baptist Primary School,Arusha Municipal,Arusha,100,298,,,,,primary,non-government,Oloirien,235,19,10,,17,17,,,,
PS0102-103,Intel Primary School,Arusha Municipal,Arusha,95.45454545,733,,,,,primary,non-government,Terrat,233,11,12,,22,21,,,,
PS0102-104,Royal Primary School,Arusha Municipal,Arusha,100,585,,,,,primary,,,,,,,10,10,,,,
PS0103-001,Ayalabe Primary School,Karatu,Arusha,47.27272727,7497,89,29,32.58426966,5443,primary,government,Ganako,378,17,,,55,26,14.68845761,35.6616982556,-3.3435022862,"(-3.3435022862, 35.6616982556)"
PS0103-002,Barakta Primary School,Karatu,Arusha,80,5758,47,20,42.55319149,4445,primary,government,Kansay,517,11,,,30,24,37.44680851,,,
PS0103-003,Bashaykaratu Primary School,Karatu,Arusha,61.72839506,4464,85,26,30.58823529,4093,primary,,,,,,,81,50,31.14015977,,,
PS0103-004,Bassodawish Primary School,Karatu,Arusha,60.37735849,5265,80,17,21.25,8241,primary,government,Endamarariek,498,14,,,53,32,39.12735849,35.6439221557,-3.4718242694,"(-3.4718242694, 35.6439221557)"
PS0103-005,Buger Primary School,Karatu,Arusha,52.94117647,6515,64,3,4.6875,14359,primary,government,Buger,446,15,,,51,27,48.25367647,35.6243571652,-3.6627647934,"(-3.6627647934, 35.6243571652)"
PS0103-006,Bwawani Primary School,Karatu,Arusha,65.6,4710,113,44,38.9380531,3704,primary,government,Karatu,1023,33,,,125,82,26.6619469,35.6470373609,-3.368611308,"(-3.368611308, 35.6470373609)"
PS0103-007,Changarawe Primary School,Karatu,Arusha,32.55813953,11773,39,3,7.692307692,11241,primary,government,Daa,377,10,,,43,14,24.86583184,35.5484407811,-3.4087514007,"(-3.4087514007, 35.5484407811)"
PS0103-008,Chemchem Primary School,Karatu,Arusha,36.36363636,9316,60,8,13.33333333,9713,primary,government,Rhotia,312,14,,,33,12,23.03030303,35.7372319665,-3.4154943725,"(-3.4154943725, 35.7372319665)"
PS0103-009,Dumbechand Primary School,Karatu,Arusha,12.72727273,14376,42,2,4.761904762,12960,primary,government,Baray,402,10,,,55,7,7.965367965,35.2851690383,-3.609654752,"(-3.609654752, 35.2851690383)"
PS0103-010,Endabash Primary School,Karatu,Arusha,43.47826087,9496,100,15,15,10096,primary,government,Endabash,684,20,,,69,30,28.47826087,35.5879592853,-3.6083299953,"(-3.6083299953, 35.5879592853)"
PS0103-011,Endallah Primary School,Karatu,Arusha,51.51515152,6367,73,15,20.54794521,8534,primary,government,Endamarariek,794,15,,,99,51,30.96720631,35.7086134709,-3.4830800964,"(-3.4830800964, 35.7086134709)"
PS0103-012,Endamaghan Primary School,Karatu,Arusha,60.29411765,4513,113,33,29.20353982,7094,primary,,,,,,,68,41,31.09057782,35.3074641206,-3.4019340869,"(-3.4019340869, 35.3074641206)"
PS0103-013,Endamarariek Primary School,Karatu,Arusha,39.24050633,9408,63,14,22.22222222,8414,primary,government,Endamarariek,772,13,,,79,31,17.01828411,35.6405496906,-3.5262104756,"(-3.5262104756, 35.6405496906)"
PS0103-014,Endonyawe Primary School,Karatu,Arusha,30.43478261,11423,70,6,8.571428571,12666,primary,,,,,,,69,21,21.86335404,35.6488560752,-3.6124458606,"(-3.6124458606, 35.6488560752)"
PS0103-015,Endashangwet Primary School,Karatu,Arusha,50,6612,49,15,30.6122449,6695,primary,government,Daa,463,10,,,46,23,19.3877551,,,
PS0103-016,Gyekurum Lambo Primary School,Karatu,Arusha,21.59090909,12995,82,2,2.43902439,14304,primary,,,,,,,88,19,19.1518847,,,
PS0103-017,Gendaa Primary School,Karatu,Arusha,20.96774194,13798,81,2,2.469135803,11854,primary,government,Karatu,511,15,,,62,13,18.49860613,35.6619023269,-3.4245730019,"(-3.4245730019, 35.6619023269)"
PS0103-018,Getamock Primary School,Karatu,Arusha,36.66666667,10239,75,20,26.66666667,7262,primary,government,Endamarariek,598,13,,,60,22,10,,,
PS0103-019,Gongali Primary School,Karatu,Arusha,100,703,44,42,95.45454545,637,primary,government,Qurus,445,18,,,43,43,4.545454546,35.6263256016,-3.414125427,"(-3.414125427, 35.6263256016)"
PS0103-020,Gyetighi Primary School,Karatu,Arusha,97.36842105,305,41,41,100,419,primary,government,Oldeani,475,11,,,38,37,-2.631578947,,,
PS0103-021,Kainam/rhotia Primary School,Karatu,Arusha,56.25,6239,52,1,1.923076923,13093,primary,,,,,,,32,18,54.32692308,35.6965331092,-3.376499167,"(-3.376499167, 35.6965331092)"
PS0103-022,Kambi Ya Faru Primary School,Karatu,Arusha,46.51162791,6914,68,15,22.05882353,7901,primary,,,,,,,43,20,24.45280438,,,
PS0103-023,Kambi Ya Nyoka Primary School,Karatu,Arusha,62.68656716,5027,54,17,31.48148148,5745,primary,,,,,,,67,42,31.20508568,,,
PS0103-024,Kansay Primary School,Karatu,Arusha,25,11742,24,2,8.333333333,11310,primary,government,Kansay,485,10,,,40,10,16.66666667,35.5657696236,-3.6938086558,"(-3.6938086558, 35.5657696236)"
PS0103-025,Karatu Primary School,Karatu,Arusha,48.68421053,7000,76,24,31.57894737,6234,primary,government,Karatu,517,15,,,76,37,17.10526316,35.6649646676,-3.3708213019,"(-3.3708213019, 35.6649646676)"
PS0103-026,Kilimamoja Primary School,Karatu,Arusha,61.36363636,5578,77,32,41.55844156,3745,primary,,,,,,,88,54,19.80519481,35.7781874916,-3.3771710668,"(-3.3771710668, 35.7781874916)"
PS0103-027,Kilimatembo Primary School,Karatu,Arusha,75.86206897,4155,41,1,2.43902439,11912,primary,,,,,,,29,22,73.42304458,35.7318457052,-3.3352746051,"(-3.3352746051, 35.7318457052)"
PS0103-028,Kitete Kcu Primary School,Karatu,Arusha,60,6778,47,9,19.14893617,8013,primary,government,Mbulumbulu,58,11,,,45,27,40.85106383,35.8572964015,-3.2703566893,"(-3.2703566893, 35.8572964015)"
PS0103-029,Kitete W/s Primary School,Karatu,Arusha,65.30612245,2417,53,19,35.8490566,4563,primary,,,,,,,49,32,29.45706585,,,
PS0103-030,Laghangarery Primary School,Karatu,Arusha,29.62962963,10442,52,14,26.92307692,6326,primary,,,,,,,54,16,2.706552707,,,
PS0103-031,Laja Primary School,Karatu,Arusha,78.94736842,3694,22,2,9.090909091,13283,primary,government,Kansay,158,8,,,19,15,69.85645933,35.5321793405,-3.6655448281,"(-3.6655448281, 35.5321793405)"
PS0103-032,Lositete Primary School,Karatu,Arusha,98.4375,557,108,2,1.851851852,14090,primary,,,,,,,64,63,96.58564815,35.8713647871,-3.2097787593,"(-3.2097787593, 35.8713647871)"
PS0103-033,Mang'ola Chini Primary School,Karatu,Arusha,60.97560976,5168,67,29,43.28358209,,primary,,,,,,,82,50,17.69202767,35.3048772354,-3.5544456365,"(-3.5544456365, 35.3048772354)"
PS0103-034,Mang'ola Juu Primary School,Karatu,Arusha,40,9092,43,4,9.302325581,10505,primary,,,,,,,50,20,30.69767442,35.4707959881,-3.4143243345,"(-3.4143243345, 35.4707959881)"
PS0103-035,Mang'ola Nt Primary School,Karatu,Arusha,32.69230769,11141,57,0,0,14449,primary,government,Baray,578,14,,,52,17,32.69230769,35.3106892083,-3.5761075536,"(-3.5761075536, 35.3106892083)"
PS0103-036,Mbulumbulu Primary School,Karatu,Arusha,46.47887324,7914,54,21,38.88888889,4816,primary,government,Mbulumbulu,545,12,,,71,33,7.589984351,35.766703661,-3.2963747887,"(-3.2963747887, 35.766703661)"
PS0103-037,Oldeani Primary School,Karatu,Arusha,39.74358974,9695,71,26,36.61971831,5207,primary,government,Oldeani,733,17,,,78,31,3.123871434,35.5291407984,-3.3776306701,"(-3.3776306701, 35.5291407984)"
PS0103-038,Qangdend Primary School,Karatu,Arusha,24.41860465,12341,104,10,9.615384615,10104,primary,government,Baray,784,14,,,86,21,14.80322004,35.3646556548,-3.5295620929,"(-3.5295620929, 35.3646556548)"
PS0103-039,Qaru Primary School,Karatu,Arusha,40.90909091,9587,72,5,6.944444444,12247,primary,government,Endabash,623,13,,,44,18,33.96464646,35.5934810073,-3.5442020458,"(-3.5442020458, 35.5934810073)"
PS0103-040,Qurus Primary School,Karatu,Arusha,24.44444444,12701,50,17,34,5310,primary,government,Qurus,327,12,,,45,11,-9.555555556,35.5809024254,-3.4574673725,"(-3.4574673725, 35.5809024254)"
PS0103-041,Rhotia Primary School,Karatu,Arusha,63.63636364,6821,64,18,28.125,5701,primary,government,Rhotia,529,21,,,77,49,35.51136364,35.7043134572,-3.3349988105,"(-3.3349988105, 35.7043134572)"
PS0103-042,Sumawe Primary School,Karatu,Arusha,92.74193548,1006,112,83,74.10714286,1176,primary,government,Ganako,957,27,,,124,115,18.63479263,35.6371167056,-3.3577756827,"(-3.3577756827, 35.6371167056)"
PS0103-043,Tloma Primary School,Karatu,Arusha,83.82352941,1266,87,24,27.5862069,5649,primary,government,Ganako,663,17,,,68,57,56.23732252,35.6425114199,-3.3375086592,"(-3.3375086592, 35.6425114199)"
PS0103-044,Slahhamo Primary School,Karatu,Arusha,49.18032787,9457,75,5,6.666666667,11112,primary,government,Mbulumbulu,509,11,,,61,30,42.5136612,35.8188469464,-3.270384894,"(-3.270384894, 35.8188469464)"
PS0103-045,Midabini Primary School,Karatu,Arusha,15.78947368,11738,12,0,0,15033,primary,government,Daa,125,6,,,19,3,15.78947368,,,
PS0103-046,Njiapanda Primary School,Karatu,Arusha,44.15584416,8081,68,24,35.29411765,4896,primary,,,,,,,77,34,8.861726509,35.5792492681,-3.3911356574,"(-3.3911356574, 35.5792492681)"
PS0103-047,Kibaoni Primary School,Karatu,Arusha,39.65517241,8707,82,25,30.48780488,4894,primary,government,Rhotia,690,19,,,58,23,9.167367536,,,
PS0103-048,Makhoromba Primary School,Karatu,Arusha,25.86206897,11561,38,2,5.263157895,11857,primary,,,,,,,58,15,20.59891107,35.4060007791,-3.4063371284,"(-3.4063371284, 35.4060007791)"
PS0103-049,Menday Primary School,Karatu,Arusha,70.58823529,5922,21,3,14.28571429,9347,primary,government,Qurus,269,8,,,17,12,56.30252101,35.5887392751,-3.4355839881,"(-3.4355839881, 35.5887392751)"
PS0103-050,Qarulambo Primary School,Karatu,Arusha,32,10342,55,11,20,9436,primary,,,,,,,50,16,12,,,
PS0103-051,Eyasi Primary School,Karatu,Arusha,31.91489362,11479,78,12,15.38461538,9096,primary,government,Mang'ola,624,15,,,94,30,16.53027823,35.2720864455,-3.5475309739,"(-3.5475309739, 35.2720864455)"
PS0103-052,Masabeda Primary School,Karatu,Arusha,2.127659575,14861,26,4,15.38461538,11316,primary,,,,,,,47,1,-13.25695581,35.7029670718,-3.5116072734,"(-3.5116072734, 35.7029670718)"
PS0103-053,Kambi Ya Simba Primary School,Karatu,Arusha,20.3125,11373,76,16,21.05263158,6531,primary,,,,,,,64,13,-0.740131579,35.7842296797,-3.3104670996,"(-3.3104670996, 35.7842296797)"
PS0103-054,Ayalaliyo Primary School,Karatu,Arusha,24.13793103,12621,92,6,6.52173913,14752,primary,,,,,,,58,14,17.6161919,35.6302411719,-3.6416364293,"(-3.6416364293, 35.6302411719)"
PS0103-055,Baray-khusumayi Primary School,Karatu,Arusha,51.66666667,6713,70,15,21.42857143,6333,primary,,,,,,,60,31,30.23809524,,,
PS0103-056,Marera Primary School,Karatu,Arusha,61.36363636,5341,56,11,19.64285714,10443,primary,government,Rhotia,393,11,,,44,27,41.72077922,35.6866312776,-3.3299056454,"(-3.3299056454, 35.6866312776)"
